title,year,duration,rating,director,movie_url
How to Train Your Dragon 2,2014,1h 42min,7.8,Dean DeBlois,https://www.imdb.com/title/tt1646971/
English Vinglish,2012,2h 14min,7.8,Gauri Shinde,https://www.imdb.com/title/tt2181931/
About Time,2013,2h 3min,7.8,Richard Curtis,https://www.imdb.com/title/tt2194499/
Kai Po Che,2013,2h,7.8,Abhishek Kapoor,https://www.imdb.com/title/tt2213054/
Big Hero 6,2014,1h 42min,7.8,Don Hall,https://www.imdb.com/title/tt2245084/
Vicky Donor,2012,2h 6min,7.8,Shoojit Sircar,https://www.imdb.com/title/tt2317337/
Sound of Metal,2019,2h,7.8,Darius Marder,https://www.imdb.com/title/tt5363618/
The Lunchbox,2013,1h 44min,7.8,Ritesh Batra,https://www.imdb.com/title/tt2350496/
Nosferatu,1922,1h 34min,7.9,F.W. Murnau,https://www.imdb.com/title/tt0013442/
The Gentlemen,2019,1h 53min,7.8,Guy Ritchie,https://www.imdb.com/title/tt8367814/
Raazi,2018,2h 18min,7.8,Meghna Gulzar,https://www.imdb.com/title/tt7098658/
A Night at the Opera,1935,1h 36min,7.9,Sam Wood,https://www.imdb.com/title/tt0026778/
Freaks,1932,1h 4min,7.9,Tod Browning,https://www.imdb.com/title/tt0022913/
The Adventures of Robin Hood,1938,1h 42min,7.9,Michael Curtiz,https://www.imdb.com/title/tt0029843/
King Kong,1933,1h 40min,7.9,Merian C. Cooper,https://www.imdb.com/title/tt0024216/
Bringing Up Baby,1938,1h 42min,7.9,Howard Hawks,https://www.imdb.com/title/tt0029947/
Stagecoach,1939,1h 36min,7.9,John Ford,https://www.imdb.com/title/tt0031971/
The Philadelphia Story,1940,1h 52min,7.9,George Cukor,https://www.imdb.com/title/tt0032904/
His Girl Friday,1940,1h 32min,7.9,Howard Hawks,https://www.imdb.com/title/tt0032599/
Harvey,1950,1h 44min,7.9,Henry Koster,https://www.imdb.com/title/tt0042546/
The Big Sleep,1946,1h 54min,7.9,Howard Hawks,https://www.imdb.com/title/tt0038355/
The Lost Weekend,1945,1h 41min,7.9,Billy Wilder,https://www.imdb.com/title/tt0037884/
Miracle on 34th Street,1947,1h 36min,7.9,George Seaton,https://www.imdb.com/title/tt0039628/
East of Eden,1955,1h 58min,7.9,Elia Kazan,https://www.imdb.com/title/tt0048028/
The Ten Commandments,1956,3h 40min,7.9,Cecil B. DeMille,https://www.imdb.com/title/tt0049833/
Hiroshima Mon Amour,1959,1h 30min,7.9,Alain Resnais,https://www.imdb.com/title/tt0052893/
The Searchers,1956,1h 59min,7.9,John Ford,https://www.imdb.com/title/tt0049730/
The Lion in Winter,1968,2h 14min,7.9,Anthony Harvey,https://www.imdb.com/title/tt0063227/
L'Avventura,1960,2h 24min,7.9,Michelangelo Antonioni,https://www.imdb.com/title/tt0053619/
The Manchurian Candidate,1962,2h 6min,7.9,John Frankenheimer,https://www.imdb.com/title/tt0056218/
In the Heat of the Night,1967,1h 50min,7.9,Norman Jewison,https://www.imdb.com/title/tt0061811/
Charade,1963,1h 53min,7.9,Stanley Donen,https://www.imdb.com/title/tt0056923/
Night of the Living Dead,1968,1h 36min,7.9,George A. Romero,https://www.imdb.com/title/tt0063350/
The Wild Bunch,1969,2h 15min,7.9,Sam Peckinpah,https://www.imdb.com/title/tt0065214/
The Discreet Charm of the Bourgeoisie,1972,1h 42min,7.9,Luis Buñuel,https://www.imdb.com/title/tt0068361/
"Aguirre, the Wrath of God",1972,1h 35min,7.9,Werner Herzog,https://www.imdb.com/title/tt0068182/
Patton,1970,2h 52min,7.9,Franklin J. Schaffner,https://www.imdb.com/title/tt0066206/
Amarcord,1973,2h 3min,7.9,Federico Fellini,https://www.imdb.com/title/tt0071129/
The Holy Mountain,1973,1h 54min,7.9,Alejandro Jodorowsky,https://www.imdb.com/title/tt0071615/
Spartacus,1960,3h 17min,7.9,Stanley Kubrick,https://www.imdb.com/title/tt0054331/
The Blues Brothers,1980,2h 13min,7.9,John Landis,https://www.imdb.com/title/tt0080455/
Dawn of the Dead,1978,2h 7min,7.9,George A. Romero,https://www.imdb.com/title/tt0077402/
A Christmas Story,1983,1h 33min,7.9,Bob Clark,https://www.imdb.com/title/tt0085334/
All That Jazz,1979,2h 3min,7.9,Bob Fosse,https://www.imdb.com/title/tt0078754/
Brazil,1985,2h 12min,7.9,Terry Gilliam,https://www.imdb.com/title/tt0088846/
Manhattan,1979,1h 36min,7.9,Woody Allen,https://www.imdb.com/title/tt0079522/
This Is Spinal Tap,1984,1h 22min,7.9,Rob Reiner,https://www.imdb.com/title/tt0088258/
The Untouchables,1987,1h 59min,7.9,Brian De Palma,https://www.imdb.com/title/tt0094226/
Kiki's Delivery Service,1989,1h 43min,7.9,Hayao Miyazaki,https://www.imdb.com/title/tt0097814/
Hannah and Her Sisters,1986,1h 47min,7.9,Woody Allen,https://www.imdb.com/title/tt0091167/
My Left Foot,1989,1h 43min,7.9,Jim Sheridan,https://www.imdb.com/title/tt0097937/
Crimes and Misdemeanors,1989,1h 44min,7.9,Woody Allen,https://www.imdb.com/title/tt0097123/
Edward Scissorhands,1990,1h 45min,7.9,Tim Burton,https://www.imdb.com/title/tt0099487/
Ninja Scroll,1993,1h 34min,7.9,Yoshiaki Kawajiri,https://www.imdb.com/title/tt0107692/
Three Colors: Blue,1993,1h 34min,7.9,Krzysztof Kieslowski,https://www.imdb.com/title/tt0108394/
Knockin' on Heaven's Door,1997,1h 27min,7.9,Thomas Jahn,https://www.imdb.com/title/tt0119472/
Once Were Warriors,1994,1h 42min,7.9,Lee Tamahori,https://www.imdb.com/title/tt0110729/
Boogie Nights,1997,2h 35min,7.9,Paul Thomas Anderson,https://www.imdb.com/title/tt0118749/
Whisper of the Heart,1995,1h 51min,7.9,Yoshifumi Kondô,https://www.imdb.com/title/tt0113824/
True Romance,1993,1h 59min,7.9,Tony Scott,https://www.imdb.com/title/tt0108399/
Carlito's Way,1993,2h 24min,7.9,Brian De Palma,https://www.imdb.com/title/tt0106519/
Toy Story 2,1999,1h 32min,7.9,John Lasseter,https://www.imdb.com/title/tt0120363/
Shrek,2001,1h 30min,7.9,Andrew Adamson,https://www.imdb.com/title/tt0126029/
All About My Mother,1999,1h 41min,7.9,Pedro Almodóvar,https://www.imdb.com/title/tt0185125/
Almost Famous,2000,2h 2min,7.9,Cameron Crowe,https://www.imdb.com/title/tt0181875/
Nine Queens,2000,1h 54min,7.9,Fabián Bielinsky,https://www.imdb.com/title/tt0247586/
Children of Men,2006,1h 49min,7.9,Alfonso Cuarón,https://www.imdb.com/title/tt0206634/
Mulholland Dr.,2001,2h 27min,7.9,David Lynch,https://www.imdb.com/title/tt0166924/
Cowboy Bebop: The Movie,2001,1h 55min,7.9,Shin'ichirô Watanabe,https://www.imdb.com/title/tt0275277/
The Bourne Identity,2002,1h 59min,7.9,Doug Liman,https://www.imdb.com/title/tt0258463/
Talk to Her,2002,1h 52min,7.9,Pedro Almodóvar,https://www.imdb.com/title/tt0287467/
Harry Potter and the Prisoner of Azkaban,2004,2h 22min,7.9,Alfonso Cuarón,https://www.imdb.com/title/tt0304141/
Head-On,2004,2h 1min,7.9,Fatih Akin,https://www.imdb.com/title/tt0347048/
Mystic River,2003,2h 18min,7.9,Clint Eastwood,https://www.imdb.com/title/tt0327056/
Hero,2002,2h,7.9,Yimou Zhang,https://www.imdb.com/title/tt0299977/
Kal Ho Naa Ho,2003,3h 6min,7.9,Nikkhil Advani,https://www.imdb.com/title/tt0347304/
No Man's Land,2001,1h 38min,7.9,Danis Tanovic,https://www.imdb.com/title/tt0283509/
Shaun of the Dead,2004,1h 39min,7.9,Edgar Wright,https://www.imdb.com/title/tt0365748/
Iron Man,2008,2h 6min,7.9,Jon Favreau,https://www.imdb.com/title/tt0371746/
The Chorus,2004,1h 37min,7.9,Christophe Barratier,https://www.imdb.com/title/tt0372824/
C.R.A.Z.Y.,2005,2h 9min,7.9,Jean-Marc Vallée,https://www.imdb.com/title/tt0401085/
The Fall,2006,1h 57min,7.9,Tarsem Singh,https://www.imdb.com/title/tt0460791/
Fantastic Mr. Fox,2009,1h 27min,7.9,Wes Anderson,https://www.imdb.com/title/tt0432283/
The Man from Earth,2007,1h 27min,7.9,Richard Schenkman,https://www.imdb.com/title/tt0756683/
Life of Pi,2012,2h 7min,7.9,Ang Lee,https://www.imdb.com/title/tt0454876/
Letters from Iwo Jima,2006,2h 21min,7.9,Clint Eastwood,https://www.imdb.com/title/tt0498380/
"4 Months, 3 Weeks and 2 Days",2007,1h 53min,7.9,Cristian Mungiu,https://www.imdb.com/title/tt1032846/
In Bruges,2008,1h 47min,7.9,Martin McDonagh,https://www.imdb.com/title/tt0780536/
Star Trek,2009,2h 7min,7.9,J.J. Abrams,https://www.imdb.com/title/tt0796366/
Captain Fantastic,2016,1h 58min,7.9,Matt Ross,https://www.imdb.com/title/tt3553976/
M.S. Dhoni: The Untold Story,2016,3h 4min,7.9,Neeraj Pandey,https://www.imdb.com/title/tt4169250/
Thor: Ragnarok,2017,2h 10min,7.9,Taika Waititi,https://www.imdb.com/title/tt3501632/
Hunt for the Wilderpeople,2016,1h 41min,7.9,Taika Waititi,https://www.imdb.com/title/tt4698684/
Isle of Dogs,2018,1h 41min,7.9,Wes Anderson,https://www.imdb.com/title/tt5104604/
Sing Street,2016,1h 46min,7.9,John Carney,https://www.imdb.com/title/tt3544112/
"I, Daniel Blake",2016,1h 40min,7.9,Ken Loach,https://www.imdb.com/title/tt5168192/
Call Me by Your Name,2017,2h 12min,7.9,Luca Guadagnino,https://www.imdb.com/title/tt5726616/
Shoplifters,2018,2h 1min,7.9,Hirokazu Koreeda,https://www.imdb.com/title/tt8075192/
Marriage Story,2019,2h 17min,7.9,Noah Baumbach,https://www.imdb.com/title/tt7653254/
Battleship Potemkin,1925,1h 6min,8,Sergei M. Eisenstein,https://www.imdb.com/title/tt0015648/
Knives Out,2019,2h 10min,7.9,Rian Johnson,https://www.imdb.com/title/tt8946378/
The Rules of the Game,1939,1h 50min,8,Jean Renoir,https://www.imdb.com/title/tt0031885/
The Thin Man,1934,1h 31min,8,W.S. Van Dyke,https://www.imdb.com/title/tt0025878/
The Maltese Falcon,1941,1h 40min,8,John Huston,https://www.imdb.com/title/tt0033870/
Arsenic and Old Lace,1943,1h 58min,8,Frank Capra,https://www.imdb.com/title/tt0036613/
The Wizard of Oz,1939,1h 42min,8,Victor Fleming,https://www.imdb.com/title/tt0032138/
Notorious,1946,1h 42min,8,Alfred Hitchcock,https://www.imdb.com/title/tt0038787/
Brief Encounter,1945,1h 26min,8,David Lean,https://www.imdb.com/title/tt0037558/
Laura,1944,1h 28min,8,Otto Preminger,https://www.imdb.com/title/tt0037008/
Rope,1948,1h 20min,8,Alfred Hitchcock,https://www.imdb.com/title/tt0040746/
Out of the Past,1947,1h 37min,8,Jacques Tourneur,https://www.imdb.com/title/tt0039689/
Kind Hearts and Coronets,1949,1h 46min,8,Robert Hamer,https://www.imdb.com/title/tt0041546/
In a Lonely Place,1950,1h 34min,8,Nicholas Ray,https://www.imdb.com/title/tt0042593/
Strangers on a Train,1951,1h 41min,8,Alfred Hitchcock,https://www.imdb.com/title/tt0044079/
A Streetcar Named Desire,1951,2h 2min,8,Elia Kazan,https://www.imdb.com/title/tt0044081/
High Noon,1952,1h 25min,8,Fred Zinnemann,https://www.imdb.com/title/tt0044706/
Stalag 17,1953,2h,8,Billy Wilder,https://www.imdb.com/title/tt0046359/
La Strada,1954,1h 48min,8,Federico Fellini,https://www.imdb.com/title/tt0047528/
Roman Holiday,1953,1h 58min,8,William Wyler,https://www.imdb.com/title/tt0046250/
The Night of the Hunter,1955,1h 32min,8,Charles Laughton,https://www.imdb.com/title/tt0048424/
Sweet Smell of Success,1957,1h 36min,8,Alexander Mackendrick,https://www.imdb.com/title/tt0051036/
The Killing,1956,1h 24min,8,Stanley Kubrick,https://www.imdb.com/title/tt0049406/
Cat on a Hot Tin Roof,1958,1h 48min,8,Richard Brooks,https://www.imdb.com/title/tt0051459/
Rio Bravo,1959,2h 21min,8,Howard Hawks,https://www.imdb.com/title/tt0053221/
Touch of Evil,1958,1h 35min,8,Orson Welles,https://www.imdb.com/title/tt0052311/
Anatomy of a Murder,1959,2h 41min,8,Otto Preminger,https://www.imdb.com/title/tt0052561/
The Hustler,1961,2h 14min,8,Robert Rossen,https://www.imdb.com/title/tt0054997/
Vivre Sa Vie,1962,1h 25min,8,Jean-Luc Godard,https://www.imdb.com/title/tt0056663/
La Dolce Vita,1960,2h 54min,8,Federico Fellini,https://www.imdb.com/title/tt0053779/
8½,1963,2h 18min,8,Federico Fellini,https://www.imdb.com/title/tt0056801/
A Fistful of Dollars,1964,1h 39min,8,Sergio Leone,https://www.imdb.com/title/tt0058461/
Who's Afraid of Virginia Woolf?,1966,2h 11min,8,Mike Nichols,https://www.imdb.com/title/tt0061184/
The Sound of Music,1965,2h 52min,8,Robert Wise,https://www.imdb.com/title/tt0059742/
Doctor Zhivago,1965,3h 17min,8,David Lean,https://www.imdb.com/title/tt0059113/
The Graduate,1967,1h 46min,8,Mike Nichols,https://www.imdb.com/title/tt0061722/
Planet of the Apes,1968,1h 52min,8,Franklin J. Schaffner,https://www.imdb.com/title/tt0063442/
Butch Cassidy and the Sundance Kid,1969,1h 50min,8,George Roy Hill,https://www.imdb.com/title/tt0064115/
Rosemary's Baby,1968,2h 17min,8,Roman Polanski,https://www.imdb.com/title/tt0063522/
The Conformist,1970,1h 53min,8,Bernardo Bertolucci,https://www.imdb.com/title/tt0065571/
Sleuth,1972,2h 18min,8,Joseph L. Mankiewicz,https://www.imdb.com/title/tt0069281/
The Last Picture Show,1971,1h 58min,8,Peter Bogdanovich,https://www.imdb.com/title/tt0067328/
Papillon,1973,2h 31min,8,Franklin J. Schaffner,https://www.imdb.com/title/tt0070511/
Fiddler on the Roof,1971,3h 1min,8,Norman Jewison,https://www.imdb.com/title/tt0067093/
Young Frankenstein,1974,1h 46min,8,Mel Brooks,https://www.imdb.com/title/tt0072431/
The Exorcist,1973,2h 2min,8,William Friedkin,https://www.imdb.com/title/tt0070047/
Dog Day Afternoon,1975,2h 5min,8,Sidney Lumet,https://www.imdb.com/title/tt0072890/
Jaws,1975,2h 4min,8,Steven Spielberg,https://www.imdb.com/title/tt0073195/
All the President's Men,1976,2h 18min,8,Alan J. Pakula,https://www.imdb.com/title/tt0074119/
Annie Hall,1977,1h 33min,8,Woody Allen,https://www.imdb.com/title/tt0075686/
Being There,1979,2h 10min,8,Hal Ashby,https://www.imdb.com/title/tt0078841/
Kagemusha,1980,2h 42min,8,Akira Kurosawa,https://www.imdb.com/title/tt0080979/
Gandhi,1982,3h 11min,8,Richard Attenborough,https://www.imdb.com/title/tt0083987/
The Terminator,1984,1h 47min,8,James Cameron,https://www.imdb.com/title/tt0088247/
Au Revoir les Enfants,1987,1h 44min,8,Louis Malle,https://www.imdb.com/title/tt0092593/
Wings of Desire,1987,2h 8min,8,Wim Wenders,https://www.imdb.com/title/tt0093191/
Pink Floyd: The Wall,1982,1h 35min,8,Alan Parker,https://www.imdb.com/title/tt0084503/
Castle in the Sky,1986,2h 5min,8,Hayao Miyazaki,https://www.imdb.com/title/tt0092067/
Akira,1988,2h 4min,8,Katsuhiro Ôtomo,https://www.imdb.com/title/tt0094625/
Rain Man,1988,2h 13min,8,Barry Levinson,https://www.imdb.com/title/tt0095953/
Do the Right Thing,1989,2h,8,Spike Lee,https://www.imdb.com/title/tt0097216/
Dances with Wolves,1990,3h 1min,8,Kevin Costner,https://www.imdb.com/title/tt0099348/
JFK,1991,3h 9min,8,Oliver Stone,https://www.imdb.com/title/tt0102138/
Beauty and the Beast,1991,1h 24min,8,Gary Trousdale,https://www.imdb.com/title/tt0101414/
"Blood In, Blood Out",1993,3h,8,Taylor Hackford,https://www.imdb.com/title/tt0106469/
Aladdin,1992,1h 30min,8,Ron Clements,https://www.imdb.com/title/tt0103639/
Scent of a Woman,1992,2h 36min,8,Martin Brest,https://www.imdb.com/title/tt0105323/
Groundhog Day,1993,1h 41min,8,Harold Ramis,https://www.imdb.com/title/tt0107048/
Secrets & Lies,1996,2h 16min,8,Mike Leigh,https://www.imdb.com/title/tt0117589/
The Nightmare Before Christmas,1993,1h 16min,8,Henry Selick,https://www.imdb.com/title/tt0107688/
12 Monkeys,1995,2h 9min,8,Terry Gilliam,https://www.imdb.com/title/tt0114746/
The Iron Giant,1999,1h 26min,8,Brad Bird,https://www.imdb.com/title/tt0129167/
Sling Blade,1996,2h 15min,8,Billy Bob Thornton,https://www.imdb.com/title/tt0117666/
Casino Royale,2006,2h 24min,8,Martin Campbell,https://www.imdb.com/title/tt0381061/
Tae Guk Gi: The Brotherhood of War,2004,2h 20min,8,Je-kyu Kang,https://www.imdb.com/title/tt0386064/
Ratatouille,2007,1h 51min,8,Brad Bird,https://www.imdb.com/title/tt0382932/
G.O.R.A.,2004,2h 7min,8,Ömer Faruk Sorak,https://www.imdb.com/title/tt0384116/
The Diving Bell and the Butterfly,2007,1h 52min,8,Julian Schnabel,https://www.imdb.com/title/tt0401383/
Sin City,2005,2h 4min,8,Frank Miller,https://www.imdb.com/title/tt0401792/
3-Iron,2004,1h 28min,8,Kim Ki-duk,https://www.imdb.com/title/tt0423866/
The Bourne Ultimatum,2007,1h 55min,8,Paul Greengrass,https://www.imdb.com/title/tt0440963/
Ghost in the Shell,1995,1h 23min,8,Mamoru Oshii,https://www.imdb.com/title/tt0113568/
The Pursuit of Happyness,2006,1h 57min,8,Gabriele Muccino,https://www.imdb.com/title/tt0454921/
Blood Diamond,2006,2h 23min,8,Edward Zwick,https://www.imdb.com/title/tt0450259/
Persepolis,2007,1h 36min,8,Vincent Paronnaud,https://www.imdb.com/title/tt0808417/
Elite Squad,2007,1h 55min,8,José Padilha,https://www.imdb.com/title/tt0861739/
Lage Raho Munna Bhai,2006,2h 24min,8,Rajkumar Hirani,https://www.imdb.com/title/tt0456144/
Dallas Buyers Club,2013,1h 57min,8,Jean-Marc Vallée,https://www.imdb.com/title/tt0790636/
Black Swan,2010,1h 48min,8,Darren Aronofsky,https://www.imdb.com/title/tt0947798/
The Avengers,2012,2h 23min,8,Joss Whedon,https://www.imdb.com/title/tt0848228/
Slumdog Millionaire,2008,2h,8,Danny Boyle,https://www.imdb.com/title/tt1010048/
My Name Is Khan,2010,2h 45min,8,Karan Johar,https://www.imdb.com/title/tt1188996/
The Breath,2009,2h 8min,8,Levent Semerci,https://www.imdb.com/title/tt1171701/
Ip Man,2008,1h 46min,8,Wilson Yip,https://www.imdb.com/title/tt1220719/
Darbareye Elly,2009,1h 59min,8,Asghar Farhadi,https://www.imdb.com/title/tt1360860/
Dev.D,2009,2h 24min,8,Anurag Kashyap,https://www.imdb.com/title/tt1327035/
The Help,2011,2h 26min,8,Tate Taylor,https://www.imdb.com/title/tt1454029/
The King's Speech,2010,1h 58min,8,Tom Hooper,https://www.imdb.com/title/tt1504320/
Elite Squad 2: The Enemy Within,2010,1h 55min,8,José Padilha,https://www.imdb.com/title/tt1555149/
The Revenant,2015,2h 36min,8,Alejandro G. Iñárritu,https://www.imdb.com/title/tt1663202/
Her,2013,2h 6min,8,Spike Jonze,https://www.imdb.com/title/tt1798709/
Blade Runner 2049,2017,2h 44min,8,Denis Villeneuve,https://www.imdb.com/title/tt1856101/
Guardians of the Galaxy,2014,2h 1min,8,James Gunn,https://www.imdb.com/title/tt2015381/
Deadpool,2016,1h 48min,8,Tim Miller,https://www.imdb.com/title/tt1431045/
The Imitation Game,2014,1h 54min,8,Morten Tyldum,https://www.imdb.com/title/tt2084970/
Short Term 12,2013,1h 36min,8,Destin Daniel Cretton,https://www.imdb.com/title/tt2370248/
Special 26,2013,2h 24min,8,Neeraj Pandey,https://www.imdb.com/title/tt2377938/
The Raid 2,2014,2h 30min,8,Gareth Evans,https://www.imdb.com/title/tt2265171/
Wonder,2017,1h 53min,8,Stephen Chbosky,https://www.imdb.com/title/tt2543472/
Gully Boy,2019,2h 34min,8,Zoya Akhtar,https://www.imdb.com/title/tt2395469/
Lion,2016,1h 58min,8,Garth Davis,https://www.imdb.com/title/tt3741834/
Baahubali: The Beginning,2015,2h 39min,8,S.S. Rajamouli,https://www.imdb.com/title/tt2631186/
The Martian,2015,2h 24min,8,Ridley Scott,https://www.imdb.com/title/tt3659388/
Zootopia,2016,1h 48min,8,Byron Howard,https://www.imdb.com/title/tt2948356/
Airlift,2016,2h 10min,8,Raja Menon,https://www.imdb.com/title/tt4387040/
La La Land,2016,2h 8min,8,Damien Chazelle,https://www.imdb.com/title/tt3783958/
Bajrangi Bhaijaan,2015,2h 43min,8,Kabir Khan,https://www.imdb.com/title/tt3863552/
Togo,2019,1h 53min,8,Ericson Core,https://www.imdb.com/title/tt5116302/
The Cabinet of Dr. Caligari,1920,1h 7min,8.1,Robert Wiene,https://www.imdb.com/title/tt0010323/
The General,1926,1h 7min,8.1,Clyde Bruckman,https://www.imdb.com/title/tt0017925/
Badhaai Ho,2018,2h 4min,8,Amit Ravindernath Sharma,https://www.imdb.com/title/tt7725596/
Sunrise,1927,1h 34min,8.1,F.W. Murnau,https://www.imdb.com/title/tt0018455/
The Passion of Joan of Arc,1928,1h 54min,8.1,Carl Theodor Dreyer,https://www.imdb.com/title/tt0019254/
The Circus,1928,1h 12min,8.1,Charles Chaplin,https://www.imdb.com/title/tt0018773/
Baby,2015,2h 39min,8,Neeraj Pandey,https://www.imdb.com/title/tt3848892/
It Happened One Night,1934,1h 45min,8.1,Frank Capra,https://www.imdb.com/title/tt0025316/
All Quiet on the Western Front,1930,2h 32min,8.1,Lewis Milestone,https://www.imdb.com/title/tt0020629/
Mr. Smith Goes to Washington,1939,2h 9min,8.1,Frank Capra,https://www.imdb.com/title/tt0031679/
La Grande Illusion,1937,1h 53min,8.1,Jean Renoir,https://www.imdb.com/title/tt0028950/
Rebecca,1940,2h 10min,8.1,Alfred Hitchcock,https://www.imdb.com/title/tt0032976/
The Grapes of Wrath,1940,2h 9min,8.1,John Ford,https://www.imdb.com/title/tt0032551/
Gone with the Wind,1939,3h 58min,8.1,Victor Fleming,https://www.imdb.com/title/tt0031381/
The Shop Around the Corner,1940,1h 39min,8.1,Ernst Lubitsch,https://www.imdb.com/title/tt0033045/
The Best Years of Our Lives,1946,2h 50min,8.1,William Wyler,https://www.imdb.com/title/tt0036868/
Ace in the Hole,1951,1h 51min,8.1,Billy Wilder,https://www.imdb.com/title/tt0043338/
White Heat,1949,1h 54min,8.1,Raoul Walsh,https://www.imdb.com/title/tt0042041/
The Third Man,1949,1h 33min,8.1,Carol Reed,https://www.imdb.com/title/tt0041959/
The Wages of Fear,1953,2h 11min,8.1,Henri-Georges Clouzot,https://www.imdb.com/title/tt0046268/
Rififi,1955,1h 58min,8.1,Jules Dassin,https://www.imdb.com/title/tt0048021/
Diabolique,1955,1h 57min,8.1,Henri-Georges Clouzot,https://www.imdb.com/title/tt0046911/
On the Waterfront,1954,1h 48min,8.1,Elia Kazan,https://www.imdb.com/title/tt0047296/
The 400 Blows,1959,1h 39min,8.1,François Truffaut,https://www.imdb.com/title/tt0053198/
The Bridge on the River Kwai,1957,2h 41min,8.1,David Lean,https://www.imdb.com/title/tt0050212/
Throne of Blood,1957,1h 50min,8.1,Akira Kurosawa,https://www.imdb.com/title/tt0050613/
The Hidden Fortress,1958,2h 6min,8.1,Akira Kurosawa,https://www.imdb.com/title/tt0051808/
Nights of Cabiria,1957,1h 50min,8.1,Federico Fellini,https://www.imdb.com/title/tt0050783/
Ben-Hur,1959,3h 32min,8.1,William Wyler,https://www.imdb.com/title/tt0052618/
Inherit the Wind,1960,2h 8min,8.1,Stanley Kramer,https://www.imdb.com/title/tt0053946/
The Virgin Spring,1960,1h 29min,8.1,Ingmar Bergman,https://www.imdb.com/title/tt0053976/
Sanjuro,1962,1h 36min,8.1,Akira Kurosawa,https://www.imdb.com/title/tt0056443/
Ivan's Childhood,1962,1h 24min,8.1,Andrei Tarkovsky,https://www.imdb.com/title/tt0056111/
The Red Shoes,1948,2h 15min,8.1,Michael Powell,https://www.imdb.com/title/tt0040725/
What Ever Happened to Baby Jane?,1962,2h 14min,8.1,Robert Aldrich,https://www.imdb.com/title/tt0056687/
Nausicaä of the Valley of the Wind,1984,1h 57min,8.1,Hayao Miyazaki,https://www.imdb.com/title/tt0087544/
The Man Who Shot Liberty Valance,1962,2h 3min,8.1,John Ford,https://www.imdb.com/title/tt0056217/
"Paris, Texas",1984,2h 25min,8.1,Wim Wenders,https://www.imdb.com/title/tt0087884/
Stand by Me,1986,1h 29min,8.1,Rob Reiner,https://www.imdb.com/title/tt0092005/
Platoon,1986,2h,8.1,Oliver Stone,https://www.imdb.com/title/tt0091763/
The Princess Bride,1987,1h 38min,8.1,Rob Reiner,https://www.imdb.com/title/tt0093779/
Farewell My Concubine,1993,2h 51min,8.1,Kaige Chen,https://www.imdb.com/title/tt0106332/
In the Name of the Father,1993,2h 13min,8.1,Jim Sheridan,https://www.imdb.com/title/tt0107207/
Dead Poets Society,1989,2h 8min,8.1,Peter Weir,https://www.imdb.com/title/tt0097165/
Raise the Red Lantern,1991,2h 5min,8.1,Yimou Zhang,https://www.imdb.com/title/tt0101640/
The Sacrifice,1986,2h 29min,8.1,Andrei Tarkovsky,https://www.imdb.com/title/tt0091670/
Three Colors: Red,1994,1h 39min,8.1,Krzysztof Kieslowski,https://www.imdb.com/title/tt0111495/
Chungking Express,1994,1h 42min,8.1,Kar-Wai Wong,https://www.imdb.com/title/tt0109424/
Before Sunrise,1995,1h 41min,8.1,Richard Linklater,https://www.imdb.com/title/tt0112471/
Andaz Apna Apna,1994,2h 40min,8.1,Rajkumar Santoshi,https://www.imdb.com/title/tt0109117/
Jurassic Park,1993,2h 7min,8.1,Steven Spielberg,https://www.imdb.com/title/tt0107290/
Underground,1995,2h 47min,8.1,Emir Kusturica,https://www.imdb.com/title/tt0114787/
La Haine,1995,1h 38min,8.1,Mathieu Kassovitz,https://www.imdb.com/title/tt0113247/
Dilwale Dulhania Le Jayenge,1995,3h 1min,8.1,Aditya Chopra,https://www.imdb.com/title/tt0112870/
Trainspotting,1996,1h 33min,8.1,Danny Boyle,https://www.imdb.com/title/tt0117951/
Fargo,1996,1h 38min,8.1,Joel Coen,https://www.imdb.com/title/tt0116282/
In the Mood for Love,2000,1h 38min,8.1,Kar-Wai Wong,https://www.imdb.com/title/tt0118694/
The Truman Show,1998,1h 43min,8.1,Peter Weir,https://www.imdb.com/title/tt0120382/
The Celebration,1998,1h 45min,8.1,Thomas Vinterberg,https://www.imdb.com/title/tt0154420/
The Legend of 1900,1998,2h 49min,8.1,Giuseppe Tornatore,https://www.imdb.com/title/tt0120731/
"Black Cat, White Cat",1998,2h 7min,8.1,Emir Kusturica,https://www.imdb.com/title/tt0118843/
The Big Lebowski,1998,1h 57min,8.1,Joel Coen,https://www.imdb.com/title/tt0118715/
Lagaan: Once Upon a Time in India,2001,3h 44min,8.1,Ashutosh Gowariker,https://www.imdb.com/title/tt0169102/
The Sixth Sense,1999,1h 47min,8.1,M. Night Shyamalan,https://www.imdb.com/title/tt0167404/
Amores Perros,2000,2h 34min,8.1,Alejandro G. Iñárritu,https://www.imdb.com/title/tt0245712/
Neon Genesis Evangelion: The End of Evangelion,1997,1h 27min,8.1,Hideaki Anno,https://www.imdb.com/title/tt0169858/
"Monsters, Inc.",2001,1h 32min,8.1,Pete Docter,https://www.imdb.com/title/tt0198781/
Finding Nemo,2003,1h 40min,8.1,Andrew Stanton,https://www.imdb.com/title/tt0266543/
Catch Me If You Can,2002,2h 21min,8.1,Steven Spielberg,https://www.imdb.com/title/tt0264464/
Before Sunset,2004,1h 20min,8.1,Richard Linklater,https://www.imdb.com/title/tt0381681/
